航点序号,航点类型（1：起点，2：终点，3：区块内航点，4：区块间航点）,所属航线（0为区块间航线&起点，1-n为区块序号）,经度,纬度,高度信息（m）,原始高度（m）
1239,4,0,121.88272518,31.51606550,24.78,19.83
1240,4,0,121.88273580,31.51606602,24.78,19.91
1241,4,0,121.88274642,31.51606654,24.78,20.00
1242,4,0,121.88275703,31.51606705,24.78,20.07
1243,4,0,121.88276765,31.51606757,24.78,20.11
1244,4,0,121.88277827,31.51606809,24.78,20.11
1245,4,0,121.88278889,31.51606861,24.78,20.16
1246,4,0,121.88279950,31.51606912,24.78,20.16
1247,4,0,121.88281012,31.51606964,24.78,20.10
1248,4,0,121.88282074,31.51607016,24.78,20.13
1249,4,0,121.88283135,31.51607067,24.78,20.13
1250,4,0,121.88284197,31.51607119,24.78,20.13
1251,4,0,121.88285259,31.51607171,24.78,14.87
1252,4,0,121.88286321,31.51607222,24.78,14.84
1253,4,0,121.88287382,31.51607274,24.78,14.50
1254,4,0,121.88288444,31.51607326,24.78,14.49
1255,4,0,121.88289506,31.51607377,24.78,17.17
1256,4,0,121.88290567,31.51607429,24.78,18.43
1257,4,0,121.88291629,31.51607481,24.78,19.56
1258,4,0,121.88292691,31.51607532,24.78,19.79
1259,3,32,121.88293724,31.51607337,19.78,19.79
1260,3,32,121.88294757,31.51607141,19.78,19.77
1261,3,32,121.88295791,31.51606945,19.78,19.78
1262,3,32,121.88296824,31.51606750,19.78,19.77
1263,3,32,121.88297857,31.51606554,19.78,19.78
1264,3,32,121.88298891,31.51606359,19.78,19.79
1265,3,32,121.88299924,31.51606163,19.78,19.80
1266,3,32,121.88300957,31.51605967,19.78,19.82
1267,3,32,121.88301991,31.51605772,19.78,19.82
1268,3,32,121.88303024,31.51605576,19.78,19.80
1269,3,32,121.88304057,31.51605381,19.78,19.83
1270,3,32,121.88305091,31.51605185,19.78,19.81
1271,3,32,121.88306124,31.51604989,19.78,19.80
1272,3,32,121.88307157,31.51604794,19.78,19.82
1273,3,32,121.88308191,31.51604598,19.78,19.85
1274,3,32,121.88309224,31.51604403,19.78,19.87
1275,3,32,121.88310257,31.51604207,19.78,19.88
1276,3,32,121.88311291,31.51604011,19.78,19.87
1277,3,32,121.88312324,31.51603816,19.78,19.84
1278,3,32,121.88313357,31.51603620,19.78,19.85
1279,3,32,121.88314391,31.51603424,19.78,19.80
1280,3,32,121.88315424,31.51603229,19.78,19.80
1281,3,32,121.88316457,31.51603033,19.78,19.80
1282,3,32,121.88317491,31.51602838,19.78,19.81
1283,3,32,121.88318524,31.51602642,19.78,19.78
1284,3,32,121.88319557,31.51602446,19.78,19.78
1285,3,32,121.88320591,31.51602251,19.78,19.77
1286,3,32,121.88321624,31.51602055,19.78,19.78
1287,3,32,121.88322657,31.51601860,19.78,19.75
1288,3,32,121.88323691,31.51601664,19.78,19.74
1289,3,32,121.88324724,31.51601468,19.78,19.75
1290,3,32,121.88325757,31.51601273,19.78,19.74
1291,3,32,121.88326790,31.51601077,19.78,19.77
1292,3,32,121.88327824,31.51600882,19.78,19.79
1293,3,32,121.88328857,31.51600686,19.78,19.79
1294,3,32,121.88329890,31.51600490,19.78,19.77
1295,3,32,121.88330924,31.51600295,19.78,19.78
1296,3,32,121.88331957,31.51600099,19.78,19.78
1297,3,32,121.88332990,31.51599904,19.78,19.79
1298,3,32,121.88334024,31.51599708,19.78,19.81
1299,3,32,121.88335057,31.51599512,19.78,19.84
1300,3,32,121.88336090,31.51599317,19.78,19.83
1301,3,32,121.88337124,31.51599121,19.78,19.82
1302,3,32,121.88338157,31.51598925,19.78,19.79
1303,3,32,121.88339190,31.51598730,19.78,19.77
1304,3,32,121.88340224,31.51598534,19.78,19.74
1305,3,32,121.88341257,31.51598339,19.78,19.73
1306,3,32,121.88342290,31.51598143,19.78,19.73
1307,3,32,121.88343324,31.51597947,19.78,19.71
1308,3,32,121.88344357,31.51597752,19.78,19.71
1309,3,32,121.88345390,31.51597556,19.78,19.72
1310,3,32,121.88346424,31.51597361,19.78,19.70
1311,3,32,121.88347457,31.51597165,19.78,19.70
1312,3,32,121.88348490,31.51596969,19.78,19.69
1313,3,32,121.88349524,31.51596774,19.78,19.73
1314,3,32,121.88350557,31.51596578,19.78,19.71
1315,4,0,121.88350729,31.51597245,25.02,19.91
1316,3,33,121.88349696,31.51597441,20.02,19.94
1317,3,33,121.88348662,31.51597636,20.02,19.92
1318,3,33,121.88347629,31.51597832,20.02,19.92
1319,3,33,121.88346596,31.51598027,20.02,19.92
1320,3,33,121.88345562,31.51598223,20.02,19.92
1321,3,33,121.88344529,31.51598419,20.02,19.93
1322,3,33,121.88343496,31.51598614,20.02,19.94
1323,3,33,121.88342462,31.51598810,20.02,19.94
1324,3,33,121.88341429,31.51599005,20.02,20.00
1325,3,33,121.88340396,31.51599201,20.02,19.99
1326,3,33,121.88339362,31.51599397,20.02,20.01
1327,3,33,121.88338329,31.51599592,20.02,20.02
1328,3,33,121.88337296,31.51599788,20.02,20.04
1329,3,33,121.88336262,31.51599983,20.02,20.09
1330,3,33,121.88335229,31.51600179,20.02,20.06
1331,3,33,121.88334196,31.51600375,20.02,20.03
1332,3,33,121.88333162,31.51600570,20.02,20.02
1333,3,33,121.88332129,31.51600766,20.02,20.01
1334,3,33,121.88331096,31.51600962,20.02,20.00
1335,3,33,121.88330062,31.51601157,20.02,19.99
1336,3,33,121.88329029,31.51601353,20.02,19.99
1337,3,33,121.88327996,31.51601548,20.02,20.04
1338,3,33,121.88326962,31.51601744,20.02,20.01
1339,3,33,121.88325929,31.51601940,20.02,19.99
1340,3,33,121.88324896,31.51602135,20.02,19.95
1341,3,33,121.88323863,31.51602331,20.02,19.97
1342,3,33,121.88322829,31.51602526,20.02,19.99
1343,3,33,121.88321796,31.51602722,20.02,19.98
1344,3,33,121.88320763,31.51602918,20.02,19.98
1345,3,33,121.88319729,31.51603113,20.02,20.01
1346,3,33,121.88318696,31.51603309,20.02,20.02
1347,3,33,121.88317663,31.51603504,20.02,20.02
1348,3,33,121.88316629,31.51603700,20.02,20.02
1349,3,33,121.88315596,31.51603896,20.02,20.04
1350,3,33,121.88314563,31.51604091,20.02,20.07
1351,3,33,121.88313529,31.51604287,20.02,20.06
1352,3,33,121.88312496,31.51604483,20.02,20.08
1353,3,33,121.88311463,31.51604678,20.02,20.10
1354,3,33,121.88310429,31.51604874,20.02,20.13
1355,3,33,121.88309396,31.51605069,20.02,20.10
1356,3,33,121.88308363,31.51605265,20.02,20.08
1357,3,33,121.88307329,31.51605461,20.02,20.06
1358,3,33,121.88306296,31.51605656,20.02,20.05
1359,3,33,121.88305263,31.51605852,20.02,20.04
1360,3,33,121.88304229,31.51606047,20.02,20.03
1361,3,33,121.88303196,31.51606243,20.02,20.06
1362,3,33,121.88302163,31.51606439,20.02,20.03
1363,3,33,121.88301129,31.51606634,20.02,20.05
1364,3,33,121.88300096,31.51606830,20.02,20.02
1365,3,33,121.88299063,31.51607025,20.02,20.00
1366,3,33,121.88298029,31.51607221,20.02,20.04
1367,3,33,121.88296996,31.51607417,20.02,20.01
1368,3,33,121.88295963,31.51607612,20.02,20.05
1369,3,33,121.88294929,31.51607808,20.02,20.02
1370,3,33,121.88293896,31.51608003,20.02,20.02
1371,3,33,121.88292863,31.51608199,20.02,20.10
1372,4,0,121.88293035,31.51608866,25.14,20.10
1373,3,34,121.88294068,31.51608670,20.14,20.10
1374,3,34,121.88295101,31.51608475,20.14,20.10
1375,3,34,121.88296135,31.51608279,20.14,20.12
1376,3,34,121.88297168,31.51608083,20.14,20.17
1377,3,34,121.88298201,31.51607888,20.14,20.17
1378,3,34,121.88299235,31.51607692,20.14,20.08
1379,3,34,121.88300268,31.51607497,20.14,20.16
1380,3,34,121.88301301,31.51607301,20.14,20.16
1381,3,34,121.88302335,31.51607105,20.14,20.18
1382,3,34,121.88303368,31.51606910,20.14,20.18
1383,3,34,121.88304401,31.51606714,20.14,20.17
1384,3,34,121.88305435,31.51606519,20.14,20.12
1385,3,34,121.88306468,31.51606323,20.14,20.14
1386,3,34,121.88307501,31.51606127,20.14,20.18
1387,3,34,121.88308535,31.51605932,20.14,20.18
1388,3,34,121.88309568,31.51605736,20.14,20.21
1389,3,34,121.88310601,31.51605541,20.14,20.25
1390,3,34,121.88311635,31.51605345,20.14,20.24
1391,3,34,121.88312668,31.51605149,20.14,20.24
1392,3,34,121.88313701,31.51604954,20.14,20.21
1393,3,34,121.88314735,31.51604758,20.14,20.16
1394,3,34,121.88315768,31.51604563,20.14,20.14
1395,3,34,121.88316801,31.51604367,20.14,20.14
1396,3,34,121.88317835,31.51604171,20.14,20.14
1397,3,34,121.88318868,31.51603976,20.14,20.14
1398,3,34,121.88319901,31.51603780,20.14,20.14
1399,3,34,121.88320935,31.51603584,20.14,20.15
1400,3,34,121.88321968,31.51603389,20.14,20.10
1401,3,34,121.88323001,31.51603193,20.14,20.11
1402,3,34,121.88324035,31.51602998,20.14,20.12
1403,3,34,121.88325068,31.51602802,20.14,20.08
1404,3,34,121.88326101,31.51602606,20.14,20.09
1405,3,34,121.88327135,31.51602411,20.14,20.11
1406,3,34,121.88328168,31.51602215,20.14,20.12
1407,3,34,121.88329201,31.51602020,20.14,20.12
1408,3,34,121.88330234,31.51601824,20.14,20.18
1409,3,34,121.88331268,31.51601628,20.14,20.18
1410,3,34,121.88332301,31.51601433,20.14,20.14
1411,3,34,121.88333334,31.51601237,20.14,20.18
1412,3,34,121.88334368,31.51601042,20.14,20.19
1413,3,34,121.88335401,31.51600846,20.14,20.23
1414,3,34,121.88336434,31.51600650,20.14,20.25
1415,3,34,121.88337468,31.51600455,20.14,20.24
1416,3,34,121.88338501,31.51600259,20.14,20.19
1417,3,34,121.88339534,31.51600063,20.14,20.16
1418,3,34,121.88340568,31.51599868,20.14,20.20
1419,3,34,121.88341601,31.51599672,20.14,20.13
1420,3,34,121.88342634,31.51599477,20.14,20.13
1421,3,34,121.88343668,31.51599281,20.14,20.16
1422,3,34,121.88344701,31.51599085,20.14,20.14
1423,3,34,121.88345734,31.51598890,20.14,20.14
1424,3,34,121.88346768,31.51598694,20.14,20.11
1425,3,34,121.88347801,31.51598499,20.14,20.09
1426,3,34,121.88348834,31.51598303,20.14,20.11
1427,3,34,121.88349868,31.51598107,20.14,20.13
1428,3,34,121.88350901,31.51597912,20.14,20.13
1429,4,0,121.88350885,31.51598857,24.74,20.13
1430,4,0,121.88350868,31.51599802,24.74,17.24
1431,4,0,121.88350852,31.51600747,24.74,19.55
1432,4,0,121.88350835,31.51601692,24.74,19.83
1433,4,0,121.88350819,31.51602637,24.74,20.12
1434,4,0,121.88350803,31.51603582,24.74,20.16
1435,4,0,121.88350786,31.51604527,24.74,20.11
1436,4,0,121.88350770,31.51605472,24.74,19.44
1437,4,0,121.88350754,31.51606417,24.74,19.74
1438,3,35,121.88349705,31.51606616,19.74,19.75
1439,3,35,121.88348656,31.51606814,19.74,19.78
1440,3,35,121.88347608,31.51607012,19.74,19.77
1441,3,35,121.88346559,31.51607211,19.74,19.78
1442,3,35,121.88345510,31.51607409,19.74,19.77
1443,3,35,121.88344462,31.51607607,19.74,19.77
1444,3,35,121.88343413,31.51607806,19.74,19.79
1445,3,35,121.88342364,31.51608004,19.74,19.80
1446,3,35,121.88341316,31.51608202,19.74,19.78
1447,3,35,121.88340267,31.51608401,19.74,19.79
1448,3,35,121.88339218,31.51608599,19.74,19.82
1449,3,35,121.88338170,31.51608797,19.74,19.81
1450,3,35,121.88337121,31.51608996,19.74,19.79
1451,3,35,121.88336072,31.51609194,19.74,19.76
1452,3,35,121.88335024,31.51609392,19.74,19.74
1453,3,35,121.88333975,31.51609591,19.74,19.72
1454,3,35,121.88332926,31.51609789,19.74,19.70
1455,3,35,121.88331878,31.51609987,19.74,19.70
1456,3,35,121.88330829,31.51610186,19.74,19.73
1457,3,35,121.88329780,31.51610384,19.74,19.72
1458,3,35,121.88328732,31.51610582,19.74,19.69
1459,3,35,121.88327683,31.51610780,19.74,19.67
1460,3,35,121.88326634,31.51610979,19.74,19.67
1461,3,35,121.88325585,31.51611177,19.74,19.67
1462,3,35,121.88324537,31.51611375,19.74,19.66
1463,3,35,121.88323488,31.51611574,19.74,19.67
1464,3,35,121.88322439,31.51611772,19.74,19.68
1465,3,35,121.88321391,31.51611970,19.74,19.72
1466,4,0,121.88321609,31.51612816,25.02,19.94
1467,3,36,121.88322657,31.51612617,20.02,19.91
1468,3,36,121.88323706,31.51612419,20.02,19.97
1469,3,36,121.88324755,31.51612221,20.02,19.98
1470,3,36,121.88325803,31.51612022,20.02,19.97
1471,3,36,121.88326852,31.51611824,20.02,19.90
1472,3,36,121.88327901,31.51611626,20.02,19.98
1473,3,36,121.88328949,31.51611427,20.02,19.94
1474,3,36,121.88329998,31.51611229,20.02,19.99
1475,3,36,121.88331047,31.51611031,20.02,20.01
1476,3,36,121.88332095,31.51610832,20.02,19.96
1477,3,36,121.88333144,31.51610634,20.02,20.00
1478,3,36,121.88334193,31.51610436,20.02,20.02
1479,3,36,121.88335241,31.51610237,20.02,20.00
1480,3,36,121.88336290,31.51610039,20.02,20.16
1481,3,36,121.88337339,31.51609841,20.02,20.05
1482,3,36,121.88338387,31.51609642,20.02,20.07
1483,3,36,121.88339436,31.51609444,20.02,20.08
1484,3,36,121.88340485,31.51609246,20.02,20.06
1485,3,36,121.88341533,31.51609047,20.02,20.05
1486,3,36,121.88342582,31.51608849,20.02,20.05
1487,3,36,121.88343631,31.51608651,20.02,20.04
1488,3,36,121.88344679,31.51608452,20.02,20.05
1489,3,36,121.88345728,31.51608254,20.02,20.05
1490,3,36,121.88346777,31.51608056,20.02,20.09
1491,3,36,121.88347825,31.51607858,20.02,20.09
1492,3,36,121.88348874,31.51607659,20.02,20.04
1493,3,36,121.88349923,31.51607461,20.02,20.03
1494,3,36,121.88350971,31.51607263,20.02,19.98
1495,4,0,121.88350923,31.51608262,24.74,20.11
1496,4,0,121.88350874,31.51609262,24.74,20.08
1497,4,0,121.88350825,31.51610261,24.74,19.43
1498,4,0,121.88350776,31.51611261,24.74,19.77
1499,3,37,121.88349728,31.51611446,19.74,19.80
1500,3,37,121.88348679,31.51611631,19.74,19.81
1501,3,37,121.88347630,31.51611817,19.74,19.81
1502,3,37,121.88346581,31.51612002,19.74,19.80
1503,3,37,121.88345533,31.51612188,19.74,19.78
1504,3,37,121.88344484,31.51612373,19.74,19.78
1505,3,37,121.88343435,31.51612558,19.74,19.79
1506,3,37,121.88342386,31.51612744,19.74,19.82
1507,3,37,121.88341337,31.51612929,19.74,19.86
1508,3,37,121.88340289,31.51613115,19.74,19.84
1509,3,37,121.88339240,31.51613300,19.74,19.82
1510,3,37,121.88338191,31.51613485,19.74,19.80
1511,3,37,121.88337142,31.51613671,19.74,19.76
1512,3,37,121.88336094,31.51613856,19.74,19.75
1513,3,37,121.88335045,31.51614042,19.74,19.74
1514,3,37,121.88333996,31.51614227,19.74,19.72
1515,3,37,121.88332947,31.51614412,19.74,19.70
1516,3,37,121.88331899,31.51614598,19.74,19.71
1517,3,37,121.88330850,31.51614783,19.74,19.72
1518,3,37,121.88329801,31.51614969,19.74,19.68
1519,3,37,121.88328752,31.51615154,19.74,19.68
1520,3,37,121.88327704,31.51615339,19.74,19.67
1521,3,37,121.88326655,31.51615525,19.74,19.64
1522,3,37,121.88325606,31.51615710,19.74,19.65
1523,3,37,121.88324557,31.51615896,19.74,19.66
1524,3,37,121.88323508,31.51616081,19.74,19.68
1525,3,37,121.88322460,31.51616266,19.74,19.66
1526,3,37,121.88321411,31.51616452,19.74,19.70
1527,4,0,121.88321553,31.51617043,24.97,19.91
1528,3,38,121.88322602,31.51616858,19.97,19.92
1529,3,38,121.88323651,31.51616672,19.97,19.91
1530,3,38,121.88324700,31.51616487,19.97,19.91
1531,3,38,121.88325748,31.51616301,19.97,19.88
1532,3,38,121.88326797,31.51616116,19.97,19.87
1533,3,38,121.88327846,31.51615931,19.97,19.89
1534,3,38,121.88328895,31.51615745,19.97,19.89
1535,3,38,121.88329943,31.51615560,19.97,19.90
1536,3,38,121.88330992,31.51615374,19.97,19.97
1537,3,38,121.88332041,31.51615189,19.97,19.94
1538,3,38,121.88333090,31.51615004,19.97,19.94
1539,3,38,121.88334139,31.51614818,19.97,19.95
1540,3,38,121.88335187,31.51614633,19.97,19.97
1541,3,38,121.88336236,31.51614447,19.97,19.97
1542,3,38,121.88337285,31.51614262,19.97,19.98
1543,3,38,121.88338334,31.51614077,19.97,20.03
1544,3,38,121.88339382,31.51613891,19.97,20.06
1545,3,38,121.88340431,31.51613706,19.97,20.04
1546,3,38,121.88341480,31.51613521,19.97,20.02
1547,3,38,121.88342529,31.51613335,19.97,20.02
1548,3,38,121.88343577,31.51613150,19.97,20.01
1549,3,38,121.88344626,31.51612964,19.97,19.99
1550,3,38,121.88345675,31.51612779,19.97,19.99
1551,3,38,121.88346724,31.51612594,19.97,20.00
1552,3,38,121.88347773,31.51612408,19.97,20.01
1553,3,38,121.88348821,31.51612223,19.97,20.02
1554,3,38,121.88349870,31.51612037,19.97,20.01
1555,3,38,121.88350919,31.51611852,19.97,19.97
1556,4,0,121.88351061,31.51612443,25.15,20.10
1557,3,39,121.88350012,31.51612629,20.15,20.12
1558,3,39,121.88348964,31.51612814,20.15,20.12
1559,3,39,121.88347915,31.51612999,20.15,20.12
1560,3,39,121.88346866,31.51613185,20.15,20.20
1561,3,39,121.88345817,31.51613370,20.15,20.20
1562,3,39,121.88344769,31.51613556,20.15,20.20
1563,3,39,121.88343720,31.51613741,20.15,20.20
1564,3,39,121.88342671,31.51613926,20.15,20.19
1565,3,39,121.88341622,31.51614112,20.15,20.24
1566,3,39,121.88340574,31.51614297,20.15,20.24
1567,3,39,121.88339525,31.51614483,20.15,20.23
1568,3,39,121.88338476,31.51614668,20.15,20.23
1569,3,39,121.88337427,31.51614853,20.15,20.20
1570,3,39,121.88336378,31.51615039,20.15,20.13
1571,3,39,121.88335330,31.51615224,20.15,20.21
1572,3,39,121.88334281,31.51615410,20.15,20.14
1573,3,39,121.88333232,31.51615595,20.15,20.15
1574,3,39,121.88332183,31.51615780,20.15,20.16
1575,3,39,121.88331135,31.51615966,20.15,20.16
1576,3,39,121.88330086,31.51616151,20.15,20.15
1577,3,39,121.88329037,31.51616337,20.15,20.06
1578,3,39,121.88327988,31.51616522,20.15,20.03
1579,3,39,121.88326940,31.51616707,20.15,20.02
1580,3,39,121.88325891,31.51616893,20.15,20.03
1581,3,39,121.88324842,31.51617078,20.15,20.06
1582,3,39,121.88323793,31.51617263,20.15,20.10
1583,3,39,121.88322745,31.51617449,20.15,20.07
1584,3,39,121.88321696,31.51617634,20.15,20.09
1585,4,0,121.88321683,31.51618644,24.84,20.09
1586,4,0,121.88321670,31.51619655,24.84,16.94
1587,4,0,121.88321657,31.51620665,24.84,19.48
1588,4,0,121.88321644,31.51621675,24.84,19.83
1589,3,40,121.88322711,31.51621484,19.84,19.82
1590,3,40,121.88323778,31.51621292,19.84,19.82
1591,3,40,121.88324845,31.51621101,19.84,19.81
1592,3,40,121.88325912,31.51620910,19.84,19.79
1593,3,40,121.88326979,31.51620718,19.84,19.78
1594,3,40,121.88328046,31.51620527,19.84,19.78
1595,3,40,121.88329114,31.51620336,19.84,19.78
1596,3,40,121.88330181,31.51620145,19.84,19.80
1597,3,40,121.88331248,31.51619953,19.84,19.80
1598,3,40,121.88332315,31.51619762,19.84,19.83
1599,3,40,121.88333382,31.51619571,19.84,19.84
1600,3,40,121.88334449,31.51619379,19.84,19.84
1601,3,40,121.88335516,31.51619188,19.84,19.83
1602,3,40,121.88336583,31.51618997,19.84,19.87
1603,3,40,121.88337650,31.51618806,19.84,19.88
1604,3,40,121.88338717,31.51618614,19.84,19.90
1605,3,40,121.88339784,31.51618423,19.84,19.92
1606,3,40,121.88340851,31.51618232,19.84,19.94
1607,3,40,121.88341918,31.51618040,19.84,19.95
1608,3,40,121.88342985,31.51617849,19.84,19.92
1609,3,40,121.88344052,31.51617658,19.84,19.90
1610,3,40,121.88345119,31.51617467,19.84,19.91
1611,3,40,121.88346186,31.51617275,19.84,19.88
1612,3,40,121.88347253,31.51617084,19.84,19.89
1613,4,0,121.88347437,31.51617836,25.09,20.09
1614,3,41,121.88346370,31.51618027,20.09,20.08
1615,3,41,121.88345303,31.51618219,20.09,20.10
1616,3,41,121.88344236,31.51618410,20.09,20.13
1617,3,41,121.88343169,31.51618601,20.09,20.11
1618,3,41,121.88342102,31.51618792,20.09,20.14
1619,3,41,121.88341035,31.51618984,20.09,20.22
1620,3,41,121.88339968,31.51619175,20.09,20.20
1621,3,41,121.88338901,31.51619366,20.09,20.19
1622,3,41,121.88337834,31.51619558,20.09,20.11
1623,3,41,121.88336767,31.51619749,20.09,20.07
1624,3,41,121.88335700,31.51619940,20.09,20.06
1625,3,41,121.88334632,31.51620131,20.09,20.07
1626,3,41,121.88333565,31.51620323,20.09,20.09
1627,3,41,121.88332498,31.51620514,20.09,20.05
1628,3,41,121.88331431,31.51620705,20.09,20.10
1629,3,41,121.88330364,31.51620897,20.09,20.04
1630,3,41,121.88329297,31.51621088,20.09,20.06
1631,3,41,121.88328230,31.51621279,20.09,20.08
1632,3,41,121.88327163,31.51621470,20.09,20.02
1633,3,41,121.88326096,31.51621662,20.09,20.10
1634,3,41,121.88325029,31.51621853,20.09,20.09
1635,3,41,121.88323962,31.51622044,20.09,20.09
1636,3,41,121.88322895,31.51622236,20.09,20.08
1637,3,41,121.88321828,31.51622427,20.09,20.06
1638,4,0,121.88320536,31.51622600,25.10,20.08
1639,4,0,121.88319245,31.51622773,25.10,20.07
1640,4,0,121.88317953,31.51622947,25.10,20.09
1641,3,42,121.88316877,31.51623149,20.10,20.10
1642,3,42,121.88315801,31.51623351,20.10,20.13
1643,3,42,121.88314725,31.51623553,20.10,20.15
1644,3,42,121.88313649,31.51623755,20.10,20.12
1645,3,42,121.88312573,31.51623957,20.10,20.11
1646,3,42,121.88311497,31.51624159,20.10,20.14
1647,3,42,121.88310421,31.51624362,20.10,20.10
1648,3,42,121.88309345,31.51624564,20.10,20.12
1649,3,42,121.88308269,31.51624766,20.10,20.09
1650,3,42,121.88307193,31.51624968,20.10,20.11
1651,3,42,121.88306117,31.51625170,20.10,20.10
1652,3,42,121.88305041,31.51625372,20.10,20.08
1653,3,42,121.88303965,31.51625574,20.10,20.05
1654,3,42,121.88302889,31.51625776,20.10,20.04
1655,3,42,121.88301813,31.51625978,20.10,20.03
1656,3,42,121.88300737,31.51626181,20.10,20.02
1657,3,42,121.88299660,31.51626383,20.10,20.03
1658,3,42,121.88298584,31.51626585,20.10,20.04
1659,3,42,121.88297508,31.51626787,20.10,20.02
1660,4,0,121.88297686,31.51627482,25.13,20.11
1661,3,43,121.88298762,31.51627279,20.13,20.11
1662,3,43,121.88299838,31.51627077,20.13,20.11
1663,3,43,121.88300914,31.51626875,20.13,20.10
1664,3,43,121.88301990,31.51626673,20.13,20.12
1665,3,43,121.88303066,31.51626471,20.13,20.13
1666,3,43,121.88304142,31.51626269,20.13,20.13
1667,3,43,121.88305218,31.51626067,20.13,20.11
1668,3,43,121.88306294,31.51625865,20.13,20.13
1669,3,43,121.88307371,31.51625663,20.13,20.13
1670,3,43,121.88308447,31.51625460,20.13,20.13
1671,3,43,121.88309523,31.51625258,20.13,20.13
1672,3,43,121.88310599,31.51625056,20.13,20.18
1673,3,43,121.88311675,31.51624854,20.13,20.19
1674,3,43,121.88312751,31.51624652,20.13,20.19
1675,3,43,121.88313827,31.51624450,20.13,20.19
1676,3,43,121.88314903,31.51624248,20.13,20.18
1677,3,43,121.88315979,31.51624046,20.13,20.19
1678,3,43,121.88317055,31.51623843,20.13,20.19
1679,3,43,121.88318131,31.51623641,20.13,20.19
1680,4,0,121.88317775,31.51622252,24.86,19.81
1681,3,44,121.88316699,31.51622454,19.86,19.86
1682,3,44,121.88315623,31.51622656,19.86,19.87
1683,3,44,121.88314547,31.51622858,19.86,19.87
1684,3,44,121.88313471,31.51623061,19.86,19.87
1685,3,44,121.88312395,31.51623263,19.86,19.86
1686,3,44,121.88311319,31.51623465,19.86,19.87
1687,3,44,121.88310243,31.51623667,19.86,19.85
1688,3,44,121.88309167,31.51623869,19.86,19.86
1689,3,44,121.88308091,31.51624071,19.86,19.86
1690,3,44,121.88307015,31.51624273,19.86,19.87
1691,3,44,121.88305939,31.51624475,19.86,19.86
1692,3,44,121.88304863,31.51624678,19.86,19.83
1693,3,44,121.88303787,31.51624880,19.86,19.82
1694,3,44,121.88302711,31.51625082,19.86,19.80
1695,3,44,121.88301635,31.51625284,19.86,19.81
1696,3,44,121.88300559,31.51625486,19.86,19.79
1697,3,44,121.88299483,31.51625688,19.86,19.81
1698,3,44,121.88298407,31.51625890,19.86,19.80
1699,3,44,121.88297331,31.51626092,19.86,19.79
1700,4,0,121.88297119,31.51625191,25.18,19.55
1701,4,0,121.88296906,31.51624290,25.18,17.28
1702,4,0,121.88296694,31.51623389,25.18,20.12
1703,4,0,121.88296482,31.51622488,25.18,20.10
1704,3,45,121.88297571,31.51622294,20.18,20.15
1705,3,45,121.88298659,31.51622101,20.18,20.12
1706,3,45,121.88299747,31.51621907,20.18,20.12
1707,3,45,121.88300836,31.51621714,20.18,20.16
1708,3,45,121.88301924,31.51621520,20.18,20.19
1709,3,45,121.88303012,31.51621327,20.18,20.19
1710,3,45,121.88304101,31.51621133,20.18,20.20
1711,3,45,121.88305189,31.51620940,20.18,20.20
1712,3,45,121.88306277,31.51620747,20.18,20.20
1713,3,45,121.88307366,31.51620553,20.18,20.15
1714,3,45,121.88308454,31.51620360,20.18,20.13
1715,3,45,121.88309542,31.51620166,20.18,20.18
1716,3,45,121.88310631,31.51619973,20.18,20.18
1717,3,45,121.88311719,31.51619779,20.18,20.13
1718,3,45,121.88312807,31.51619586,20.18,20.18
1719,3,45,121.88313896,31.51619392,20.18,20.23
1720,4,0,121.88313738,31.51618742,25.05,20.09
1721,3,46,121.88312650,31.51618936,20.05,20.07
1722,3,46,121.88311561,31.51619129,20.05,20.06
1723,3,46,121.88310473,31.51619323,20.05,20.05
1724,3,46,121.88309385,31.51619516,20.05,20.06
1725,3,46,121.88308297,31.51619710,20.05,20.06
1726,3,46,121.88307208,31.51619903,20.05,20.07
1727,3,46,121.88306120,31.51620097,20.05,20.11
1728,3,46,121.88305032,31.51620290,20.05,20.14
1729,3,46,121.88303943,31.51620484,20.05,20.06
1730,3,46,121.88302855,31.51620677,20.05,20.05
1731,3,46,121.88301767,31.51620871,20.05,20.01
1732,3,46,121.88300678,31.51621064,20.05,20.01
1733,3,46,121.88299590,31.51621258,20.05,20.00
1734,3,46,121.88298502,31.51621451,20.05,19.98
1735,3,46,121.88297413,31.51621645,20.05,19.99
1736,3,46,121.88296325,31.51621838,20.05,19.94
1737,4,0,121.88296167,31.51621188,24.83,19.77
1738,3,47,121.88297256,31.51620995,19.83,19.78
1739,3,47,121.88298344,31.51620801,19.83,19.76
1740,3,47,121.88299432,31.51620608,19.83,19.77
1741,3,47,121.88300521,31.51620414,19.83,19.78
1742,3,47,121.88301609,31.51620221,19.83,19.78
1743,3,47,121.88302697,31.51620027,19.83,19.78
1744,3,47,121.88303786,31.51619834,19.83,19.83
1745,3,47,121.88304874,31.51619640,19.83,19.84
1746,3,47,121.88305962,31.51619447,19.83,19.84
1747,3,47,121.88307051,31.51619253,19.83,19.84
1748,3,47,121.88308139,31.51619060,19.83,19.83
1749,3,47,121.88309227,31.51618866,19.83,19.83
1750,3,47,121.88310316,31.51618673,19.83,19.81
1751,3,47,121.88311404,31.51618479,19.83,19.83
1752,3,47,121.88312492,31.51618286,19.83,19.84
1753,3,47,121.88313581,31.51618092,19.83,19.86
