航点序号,航点类型（1：起点，2：终点，3：区块内航点，4：区块间航点）,所属航线（0为区块间航线&起点，1-n为区块序号）,经度,纬度,高度信息（m）,原始高度（m）
714,3,21,121.88283691,31.51599805,19.75,19.66
715,3,21,121.88284722,31.51599608,19.75,19.65
716,3,21,121.88285753,31.51599410,19.75,19.67
717,3,21,121.88286784,31.51599213,19.75,19.67
718,3,21,121.88287815,31.51599015,19.75,19.70
719,3,21,121.88288846,31.51598817,19.75,19.73
720,3,21,121.88289877,31.51598620,19.75,19.75
721,3,21,121.88290908,31.51598422,19.75,19.80
722,3,21,121.88291939,31.51598224,19.75,19.77
723,3,21,121.88292970,31.51598027,19.75,19.76
724,3,21,121.88294001,31.51597829,19.75,19.75
725,3,21,121.88295032,31.51597632,19.75,19.76
726,3,21,121.88296063,31.51597434,19.75,19.76
727,3,21,121.88297094,31.51597236,19.75,19.78
728,3,21,121.88298125,31.51597039,19.75,19.79
729,3,21,121.88299156,31.51596841,19.75,19.80
730,3,21,121.88300187,31.51596643,19.75,19.79
731,3,21,121.88301218,31.51596446,19.75,19.78
732,3,21,121.88302249,31.51596248,19.75,19.78
733,3,21,121.88303280,31.51596051,19.75,19.78
734,3,21,121.88304311,31.51595853,19.75,19.78
735,3,21,121.88305342,31.51595655,19.75,19.80
736,3,21,121.88306373,31.51595458,19.75,19.81
737,3,21,121.88307404,31.51595260,19.75,19.82
738,3,21,121.88308435,31.51595062,19.75,19.85
739,3,21,121.88309466,31.51594865,19.75,19.81
740,3,21,121.88310497,31.51594667,19.75,19.79
741,3,21,121.88311528,31.51594470,19.75,19.77
742,3,21,121.88312559,31.51594272,19.75,19.75
743,3,21,121.88313590,31.51594074,19.75,19.74
744,3,21,121.88314621,31.51593877,19.75,19.73
745,3,21,121.88315652,31.51593679,19.75,19.75
746,3,21,121.88316683,31.51593481,19.75,19.75
747,3,21,121.88317714,31.51593284,19.75,19.73
748,3,21,121.88318745,31.51593086,19.75,19.71
749,3,21,121.88319776,31.51592889,19.75,19.70
750,3,21,121.88320807,31.51592691,19.75,19.71
751,3,21,121.88321838,31.51592493,19.75,19.70
752,3,21,121.88322869,31.51592296,19.75,19.70
753,3,21,121.88323900,31.51592098,19.75,19.72
754,3,21,121.88324931,31.51591900,19.75,19.75
755,3,21,121.88325962,31.51591703,19.75,19.73
756,3,21,121.88326993,31.51591505,19.75,19.74
757,3,21,121.88328024,31.51591307,19.75,19.72
758,3,21,121.88329055,31.51591110,19.75,19.73
759,3,21,121.88330086,31.51590912,19.75,19.75
760,3,21,121.88331117,31.51590715,19.75,19.76
761,3,21,121.88332148,31.51590517,19.75,19.78
762,3,21,121.88333179,31.51590319,19.75,19.81
763,3,21,121.88334210,31.51590122,19.75,19.81
764,3,21,121.88335241,31.51589924,19.75,19.79
765,3,21,121.88336272,31.51589726,19.75,19.75
766,3,21,121.88337303,31.51589529,19.75,19.76
767,3,21,121.88338334,31.51589331,19.75,19.74
768,3,21,121.88339365,31.51589134,19.75,19.73
769,3,21,121.88340396,31.51588936,19.75,19.73
770,3,21,121.88341427,31.51588738,19.75,19.74
771,3,21,121.88342458,31.51588541,19.75,19.75
772,3,21,121.88343489,31.51588343,19.75,19.73
773,3,21,121.88344520,31.51588145,19.75,19.72
774,3,21,121.88345551,31.51587948,19.75,19.72
775,3,21,121.88346582,31.51587750,19.75,19.72
776,3,21,121.88347613,31.51587552,19.75,19.72
777,3,21,121.88348644,31.51587355,19.75,19.73
778,3,21,121.88349675,31.51587157,19.75,19.73
779,3,21,121.88350706,31.51586960,19.75,19.73
780,4,0,121.88350873,31.51587597,24.98,19.93
781,3,22,121.88349842,31.51587795,19.98,19.95
782,3,22,121.88348811,31.51587993,19.98,19.93
783,3,22,121.88347780,31.51588190,19.98,19.95
784,3,22,121.88346749,31.51588388,19.98,19.93
785,3,22,121.88345718,31.51588585,19.98,19.94
786,3,22,121.88344687,31.51588783,19.98,19.94
787,3,22,121.88343656,31.51588981,19.98,19.96
788,3,22,121.88342625,31.51589178,19.98,20.02
789,3,22,121.88341594,31.51589376,19.98,19.98
790,3,22,121.88340563,31.51589574,19.98,19.96
791,3,22,121.88339532,31.51589771,19.98,19.96
792,3,22,121.88338501,31.51589969,19.98,19.98
793,3,22,121.88337470,31.51590167,19.98,19.98
794,3,22,121.88336439,31.51590364,19.98,20.00
795,3,22,121.88335408,31.51590562,19.98,20.03
796,3,22,121.88334377,31.51590759,19.98,20.07
797,3,22,121.88333346,31.51590957,19.98,20.06
798,3,22,121.88332315,31.51591155,19.98,20.05
799,3,22,121.88331284,31.51591352,19.98,20.00
800,3,22,121.88330253,31.51591550,19.98,20.00
801,3,22,121.88329222,31.51591748,19.98,19.98
802,3,22,121.88328191,31.51591945,19.98,19.97
803,3,22,121.88327160,31.51592143,19.98,19.99
804,3,22,121.88326129,31.51592340,19.98,20.00
805,3,22,121.88325098,31.51592538,19.98,20.00
806,3,22,121.88324067,31.51592736,19.98,19.97
807,3,22,121.88323036,31.51592933,19.98,19.95
808,3,22,121.88322005,31.51593131,19.98,19.93
809,3,22,121.88320974,31.51593329,19.98,19.92
810,3,22,121.88319943,31.51593526,19.98,19.93
811,3,22,121.88318912,31.51593724,19.98,19.96
812,3,22,121.88317881,31.51593921,19.98,19.98
813,3,22,121.88316850,31.51594119,19.98,19.99
814,3,22,121.88315819,31.51594317,19.98,19.98
815,3,22,121.88314788,31.51594514,19.98,19.98
816,3,22,121.88313757,31.51594712,19.98,19.99
817,3,22,121.88312726,31.51594910,19.98,19.99
818,3,22,121.88311695,31.51595107,19.98,20.01
819,3,22,121.88310664,31.51595305,19.98,20.04
820,3,22,121.88309633,31.51595503,19.98,20.06
821,3,22,121.88308602,31.51595700,19.98,20.09
822,3,22,121.88307571,31.51595898,19.98,20.08
823,3,22,121.88306540,31.51596095,19.98,20.04
824,3,22,121.88305509,31.51596293,19.98,20.03
825,3,22,121.88304478,31.51596491,19.98,20.01
826,3,22,121.88303447,31.51596688,19.98,20.00
827,3,22,121.88302416,31.51596886,19.98,20.01
828,3,22,121.88301385,31.51597084,19.98,20.00
829,3,22,121.88300354,31.51597281,19.98,20.00
830,3,22,121.88299323,31.51597479,19.98,20.02
831,3,22,121.88298292,31.51597676,19.98,20.01
832,3,22,121.88297261,31.51597874,19.98,19.98
833,3,22,121.88296230,31.51598072,19.98,19.99
834,3,22,121.88295199,31.51598269,19.98,19.97
835,3,22,121.88294168,31.51598467,19.98,19.98
836,3,22,121.88293137,31.51598665,19.98,19.98
837,3,22,121.88292106,31.51598862,19.98,19.98
838,3,22,121.88291075,31.51599060,19.98,20.05
839,3,22,121.88290044,31.51599257,19.98,19.98
840,3,22,121.88289013,31.51599455,19.98,19.94
841,3,22,121.88287982,31.51599653,19.98,19.91
842,3,22,121.88286951,31.51599850,19.98,19.90
843,3,22,121.88285920,31.51600048,19.98,19.89
844,3,22,121.88284889,31.51600246,19.98,19.87
845,3,22,121.88283858,31.51600443,19.98,19.88
846,3,22,121.88282827,31.51600641,19.98,19.86
847,3,22,121.88281796,31.51600838,19.98,19.85
848,4,0,121.88281963,31.51601476,25.16,19.97
849,3,23,121.88282994,31.51601279,20.16,19.99
850,3,23,121.88284025,31.51601081,20.16,19.99
851,3,23,121.88285056,31.51600883,20.16,19.98
852,3,23,121.88286087,31.51600686,20.16,19.98
853,3,23,121.88287118,31.51600488,20.16,19.98
854,3,23,121.88288149,31.51600290,20.16,20.07
855,3,23,121.88289180,31.51600093,20.16,20.06
856,3,23,121.88290211,31.51599895,20.16,20.14
857,3,23,121.88291242,31.51599698,20.16,20.16
858,3,23,121.88292273,31.51599500,20.16,20.16
859,3,23,121.88293304,31.51599302,20.16,20.15
860,3,23,121.88294335,31.51599105,20.16,20.09
861,3,23,121.88295366,31.51598907,20.16,20.12
862,3,23,121.88296397,31.51598709,20.16,20.11
863,3,23,121.88297428,31.51598512,20.16,20.13
864,3,23,121.88298459,31.51598314,20.16,20.14
865,3,23,121.88299490,31.51598117,20.16,20.15
866,3,23,121.88300521,31.51597919,20.16,20.15
867,3,23,121.88301552,31.51597721,20.16,20.19
868,3,23,121.88302583,31.51597524,20.16,20.19
869,3,23,121.88303614,31.51597326,20.16,20.15
870,3,23,121.88304645,31.51597128,20.16,20.21
871,3,23,121.88305676,31.51596931,20.16,20.24
872,3,23,121.88306707,31.51596733,20.16,20.24
873,3,23,121.88307738,31.51596535,20.16,20.22
874,3,23,121.88308769,31.51596338,20.16,20.26
875,3,23,121.88309800,31.51596140,20.16,20.26
876,3,23,121.88310831,31.51595943,20.16,20.26
877,3,23,121.88311862,31.51595745,20.16,20.23
878,3,23,121.88312893,31.51595547,20.16,20.13
879,3,23,121.88313924,31.51595350,20.16,20.25
880,3,23,121.88314955,31.51595152,20.16,20.25
881,3,23,121.88315986,31.51594954,20.16,20.15
882,3,23,121.88317017,31.51594757,20.16,20.18
883,3,23,121.88318048,31.51594559,20.16,20.18
884,3,23,121.88319079,31.51594362,20.16,20.12
885,3,23,121.88320110,31.51594164,20.16,20.12
886,3,23,121.88321141,31.51593966,20.16,20.11
887,3,23,121.88322172,31.51593769,20.16,20.11
888,3,23,121.88323203,31.51593571,20.16,20.08
889,3,23,121.88324234,31.51593373,20.16,20.20
890,3,23,121.88325265,31.51593176,20.16,20.19
891,3,23,121.88326296,31.51592978,20.16,20.19
892,3,23,121.88327327,31.51592781,20.16,20.15
893,3,23,121.88328358,31.51592583,20.16,20.15
894,3,23,121.88329389,31.51592385,20.16,20.22
895,3,23,121.88330420,31.51592188,20.16,20.19
896,3,23,121.88331451,31.51591990,20.16,20.19
897,3,23,121.88332482,31.51591792,20.16,20.20
898,3,23,121.88333513,31.51591595,20.16,20.30
899,3,23,121.88334544,31.51591397,20.16,20.30
900,3,23,121.88335575,31.51591199,20.16,20.24
901,3,23,121.88336606,31.51591002,20.16,20.25
902,3,23,121.88337637,31.51590804,20.16,20.20
903,3,23,121.88338668,31.51590607,20.16,20.18
904,3,23,121.88339699,31.51590409,20.16,20.18
905,3,23,121.88340730,31.51590211,20.16,20.16
906,3,23,121.88341761,31.51590014,20.16,20.21
907,3,23,121.88342792,31.51589816,20.16,20.15
908,3,23,121.88343823,31.51589618,20.16,20.19
909,3,23,121.88344854,31.51589421,20.16,20.15
910,3,23,121.88345885,31.51589223,20.16,20.17
911,3,23,121.88346916,31.51589026,20.16,20.18
912,3,23,121.88347947,31.51588828,20.16,20.14
913,3,23,121.88348978,31.51588630,20.16,20.16
914,3,23,121.88350009,31.51588433,20.16,20.16
915,3,23,121.88351040,31.51588235,20.16,20.11
916,4,0,121.88350953,31.51589153,24.83,20.16
917,4,0,121.88350867,31.51590072,24.83,20.14
918,4,0,121.88350781,31.51590990,24.83,19.54
919,4,0,121.88350695,31.51591909,24.83,19.81
920,3,24,121.88349657,31.51592104,19.83,19.81
921,3,24,121.88348618,31.51592299,19.83,19.81
922,3,24,121.88347579,31.51592494,19.83,19.79
923,3,24,121.88346541,31.51592689,19.83,19.79
924,3,24,121.88345502,31.51592884,19.83,19.77
925,3,24,121.88344464,31.51593079,19.83,19.77
926,3,24,121.88343425,31.51593273,19.83,19.77
927,3,24,121.88342387,31.51593468,19.83,19.77
928,3,24,121.88341348,31.51593663,19.83,19.79
929,3,24,121.88340309,31.51593858,19.83,19.79
930,3,24,121.88339271,31.51594053,19.83,19.80
931,3,24,121.88338232,31.51594248,19.83,19.83
932,3,24,121.88337194,31.51594443,19.83,19.85
933,3,24,121.88336155,31.51594638,19.83,19.88
934,3,24,121.88335117,31.51594833,19.83,19.92
935,3,24,121.88334078,31.51595028,19.83,19.90
936,3,24,121.88333039,31.51595223,19.83,19.88
937,3,24,121.88332001,31.51595418,19.83,19.85
938,3,24,121.88330962,31.51595613,19.83,19.84
939,3,24,121.88329924,31.51595808,19.83,19.84
940,3,24,121.88328885,31.51596003,19.83,19.85
941,3,24,121.88327846,31.51596198,19.83,19.85
942,3,24,121.88326808,31.51596393,19.83,19.84
943,3,24,121.88325769,31.51596588,19.83,19.83
944,3,24,121.88324731,31.51596782,19.83,19.83
945,3,24,121.88323692,31.51596977,19.83,19.81
946,3,24,121.88322654,31.51597172,19.83,19.81
947,3,24,121.88321615,31.51597367,19.83,19.81
948,3,24,121.88320576,31.51597562,19.83,19.82
949,3,24,121.88319538,31.51597757,19.83,19.82
950,3,24,121.88318499,31.51597952,19.83,19.85
951,3,24,121.88317461,31.51598147,19.83,19.85
952,3,24,121.88316422,31.51598342,19.83,19.85
953,3,24,121.88315384,31.51598537,19.83,19.86
954,3,24,121.88314345,31.51598732,19.83,19.86
955,3,24,121.88313306,31.51598927,19.83,19.87
956,3,24,121.88312268,31.51599122,19.83,19.90
957,3,24,121.88311229,31.51599317,19.83,19.92
958,3,24,121.88310191,31.51599512,19.83,19.95
959,3,24,121.88309152,31.51599707,19.83,20.00
960,3,24,121.88308114,31.51599901,19.83,19.95
961,3,24,121.88307075,31.51600096,19.83,19.91
962,3,24,121.88306036,31.51600291,19.83,19.92
963,3,24,121.88304998,31.51600486,19.83,19.86
964,3,24,121.88303959,31.51600681,19.83,19.84
965,3,24,121.88302921,31.51600876,19.83,19.84
966,3,24,121.88301882,31.51601071,19.83,19.85
967,3,24,121.88300844,31.51601266,19.83,19.86
968,3,24,121.88299805,31.51601461,19.83,19.83
969,3,24,121.88298766,31.51601656,19.83,19.80
970,3,24,121.88297728,31.51601851,19.83,19.79
971,3,24,121.88296689,31.51602046,19.83,19.79
972,3,24,121.88295651,31.51602241,19.83,19.78
973,4,0,121.88295135,31.51602484,24.83,19.82
974,3,25,121.88294079,31.51602677,19.83,19.81
975,3,25,121.88293023,31.51602871,19.83,19.81
976,3,25,121.88291967,31.51603064,19.83,19.83
977,3,25,121.88290911,31.51603257,19.83,19.81
978,3,25,121.88289855,31.51603450,19.83,19.80
979,3,25,121.88288799,31.51603643,19.83,19.78
980,3,25,121.88287743,31.51603837,19.83,19.80
981,3,25,121.88286687,31.51604030,19.83,19.81
982,3,25,121.88285631,31.51604223,19.83,19.81
983,3,25,121.88284575,31.51604416,19.83,19.84
984,3,25,121.88283519,31.51604609,19.83,19.82
985,3,25,121.88282463,31.51604802,19.83,19.84
986,3,25,121.88281407,31.51604996,19.83,19.84
987,3,25,121.88280351,31.51605189,19.83,19.84
988,3,25,121.88279295,31.51605382,19.83,19.85
989,3,25,121.88278239,31.51605575,19.83,19.83
990,3,25,121.88277183,31.51605768,19.83,19.85
991,3,25,121.88276127,31.51605962,19.83,19.85
992,3,25,121.88275071,31.51606155,19.83,19.86
993,3,25,121.88274015,31.51606348,19.83,19.86
994,3,25,121.88272958,31.51606541,19.83,19.83
995,3,25,121.88271902,31.51606734,19.83,19.85
996,3,25,121.88270846,31.51606928,19.83,19.84
997,3,25,121.88269790,31.51607121,19.83,19.82
998,3,25,121.88268734,31.51607314,19.83,19.84
999,3,25,121.88267678,31.51607507,19.83,19.87
1000,3,25,121.88266622,31.51607700,19.83,19.86
1001,3,25,121.88265566,31.51607893,19.83,19.86
1002,3,25,121.88264510,31.51608087,19.83,19.83
1003,3,25,121.88263454,31.51608280,19.83,19.83
1004,3,25,121.88262398,31.51608473,19.83,19.82
1005,3,25,121.88261342,31.51608666,19.83,19.79
1006,3,25,121.88260286,31.51608859,19.83,19.79
1007,3,25,121.88259230,31.51609053,19.83,19.80
1008,3,25,121.88258174,31.51609246,19.83,19.81
1009,3,25,121.88257118,31.51609439,19.83,19.73
1010,4,0,121.88257293,31.51610139,25.06,20.03
1011,3,26,121.88258349,31.51609946,20.06,20.04
1012,3,26,121.88259405,31.51609753,20.06,20.04
1013,3,26,121.88260461,31.51609560,20.06,20.04
1014,3,26,121.88261517,31.51609366,20.06,20.03
1015,3,26,121.88262573,31.51609173,20.06,20.03
1016,3,26,121.88263629,31.51608980,20.06,20.04
1017,3,26,121.88264685,31.51608787,20.06,20.07
1018,3,26,121.88265741,31.51608594,20.06,20.07
1019,3,26,121.88266797,31.51608400,20.06,20.08
1020,3,26,121.88267853,31.51608207,20.06,20.07
1021,3,26,121.88268909,31.51608014,20.06,20.06
1022,3,26,121.88269965,31.51607821,20.06,20.06
1023,3,26,121.88271021,31.51607628,20.06,20.07
1024,3,26,121.88272077,31.51607434,20.06,20.07
1025,3,26,121.88273133,31.51607241,20.06,20.08
1026,3,26,121.88274189,31.51607048,20.06,20.10
1027,3,26,121.88275245,31.51606855,20.06,20.09
1028,3,26,121.88276301,31.51606662,20.06,20.09
1029,3,26,121.88277357,31.51606469,20.06,20.08
1030,3,26,121.88278413,31.51606275,20.06,20.07
1031,3,26,121.88279469,31.51606082,20.06,20.09
1032,3,26,121.88280525,31.51605889,20.06,20.08
1033,3,26,121.88281581,31.51605696,20.06,20.07
1034,3,26,121.88282637,31.51605503,20.06,20.09
1035,3,26,121.88283693,31.51605309,20.06,20.08
1036,3,26,121.88284749,31.51605116,20.06,20.06
1037,3,26,121.88285805,31.51604923,20.06,20.07
1038,3,26,121.88286861,31.51604730,20.06,20.01
1039,3,26,121.88287917,31.51604537,20.06,20.02
1040,3,26,121.88288973,31.51604343,20.06,20.01
1041,3,26,121.88290029,31.51604150,20.06,20.00
1042,3,26,121.88291085,31.51603957,20.06,20.00
1043,3,26,121.88292141,31.51603764,20.06,20.02
1044,3,26,121.88293197,31.51603571,20.06,20.00
1045,3,26,121.88294253,31.51603377,20.06,20.01
1046,3,26,121.88295310,31.51603184,20.06,20.01
1047,4,0,121.88295802,31.51602833,25.06,19.94
1048,3,27,121.88296841,31.51602638,20.06,19.95
1049,3,27,121.88297879,31.51602443,20.06,19.96
1050,3,27,121.88298918,31.51602248,20.06,19.98
1051,3,27,121.88299956,31.51602053,20.06,20.00
1052,3,27,121.88300995,31.51601858,20.06,20.00
1053,3,27,121.88302034,31.51601663,20.06,20.02
1054,3,27,121.88303072,31.51601469,20.06,20.01
1055,3,27,121.88304111,31.51601274,20.06,20.03
1056,3,27,121.88305149,31.51601079,20.06,20.03
1057,3,27,121.88306188,31.51600884,20.06,20.06
1058,3,27,121.88307226,31.51600689,20.06,20.09
1059,3,27,121.88308265,31.51600494,20.06,20.12
1060,3,27,121.88309304,31.51600299,20.06,20.16
1061,3,27,121.88310342,31.51600104,20.06,20.13
1062,3,27,121.88311381,31.51599909,20.06,20.10
1063,3,27,121.88312419,31.51599714,20.06,20.08
1064,3,27,121.88313458,31.51599519,20.06,20.08
1065,3,27,121.88314496,31.51599324,20.06,20.07
1066,3,27,121.88315535,31.51599129,20.06,20.07
1067,3,27,121.88316574,31.51598934,20.06,20.07
1068,3,27,121.88317612,31.51598739,20.06,20.06
1069,3,27,121.88318651,31.51598544,20.06,20.06
1070,3,27,121.88319689,31.51598349,20.06,20.05
1071,3,27,121.88320728,31.51598155,20.06,20.05
1072,3,27,121.88321767,31.51597960,20.06,20.03
1073,3,27,121.88322805,31.51597765,20.06,20.03
1074,3,27,121.88323844,31.51597570,20.06,20.03
1075,3,27,121.88324882,31.51597375,20.06,20.06
1076,3,27,121.88325921,31.51597180,20.06,20.10
1077,3,27,121.88326959,31.51596985,20.06,20.13
1078,3,27,121.88327998,31.51596790,20.06,20.06
1079,3,27,121.88329037,31.51596595,20.06,20.07
1080,3,27,121.88330075,31.51596400,20.06,20.07
1081,3,27,121.88331114,31.51596205,20.06,20.08
1082,3,27,121.88332152,31.51596010,20.06,20.08
1083,3,27,121.88333191,31.51595815,20.06,20.11
1084,3,27,121.88334229,31.51595620,20.06,20.13
1085,3,27,121.88335268,31.51595425,20.06,20.13
1086,3,27,121.88336307,31.51595230,20.06,20.12
1087,3,27,121.88337345,31.51595035,20.06,20.07
1088,3,27,121.88338384,31.51594841,20.06,20.06
1089,3,27,121.88339422,31.51594646,20.06,20.03
1090,3,27,121.88340461,31.51594451,20.06,20.06
1091,3,27,121.88341499,31.51594256,20.06,20.00
1092,3,27,121.88342538,31.51594061,20.06,20.02
1093,3,27,121.88343577,31.51593866,20.06,20.00
1094,3,27,121.88344615,31.51593671,20.06,19.98
1095,3,27,121.88345654,31.51593476,20.06,19.97
1096,3,27,121.88346692,31.51593281,20.06,19.98
1097,3,27,121.88347731,31.51593086,20.06,19.98
1098,3,27,121.88348769,31.51592891,20.06,20.00
1099,3,27,121.88349808,31.51592696,20.06,20.00
1100,3,27,121.88350847,31.51592501,20.06,19.97
1101,4,0,121.88350998,31.51593094,25.20,20.16
1102,3,28,121.88349960,31.51593288,20.20,20.18
1103,3,28,121.88348921,31.51593483,20.20,20.14
1104,3,28,121.88347882,31.51593678,20.20,20.35
1105,3,28,121.88346844,31.51593873,20.20,20.12
1106,3,28,121.88345805,31.51594068,20.20,20.18
1107,3,28,121.88344767,31.51594263,20.20,20.13
1108,3,28,121.88343728,31.51594458,20.20,20.15
1109,3,28,121.88342690,31.51594653,20.20,20.19
1110,3,28,121.88341651,31.51594848,20.20,20.16
1111,3,28,121.88340612,31.51595043,20.20,20.21
1112,3,28,121.88339574,31.51595238,20.20,20.25
1113,3,28,121.88338535,31.51595433,20.20,20.25
1114,3,28,121.88337497,31.51595628,20.20,20.23
1115,3,28,121.88336458,31.51595823,20.20,20.25
1116,3,28,121.88335419,31.51596018,20.20,20.29
1117,3,28,121.88334381,31.51596213,20.20,20.31
1118,3,28,121.88333342,31.51596408,20.20,20.24
1119,3,28,121.88332304,31.51596602,20.20,20.25
1120,3,28,121.88331265,31.51596797,20.20,20.21
1121,3,28,121.88330227,31.51596992,20.20,20.20
1122,3,28,121.88329188,31.51597187,20.20,20.18
1123,3,28,121.88328149,31.51597382,20.20,20.21
1124,3,28,121.88327111,31.51597577,20.20,20.23
1125,3,28,121.88326072,31.51597772,20.20,20.23
1126,3,28,121.88325034,31.51597967,20.20,20.18
1127,3,28,121.88323995,31.51598162,20.20,20.16
1128,3,28,121.88322957,31.51598357,20.20,20.18
1129,3,28,121.88321918,31.51598552,20.20,20.19
1130,3,28,121.88320879,31.51598747,20.20,20.19
1131,3,28,121.88319841,31.51598942,20.20,20.20
1132,3,28,121.88318802,31.51599137,20.20,20.20
1133,3,28,121.88317764,31.51599332,20.20,20.20
1134,3,28,121.88316725,31.51599527,20.20,20.19
1135,3,28,121.88315687,31.51599722,20.20,20.18
1136,3,28,121.88314648,31.51599916,20.20,20.18
1137,3,28,121.88313609,31.51600111,20.20,20.26
1138,3,28,121.88312571,31.51600306,20.20,20.26
1139,3,28,121.88311532,31.51600501,20.20,20.24
1140,3,28,121.88310494,31.51600696,20.20,20.33
1141,3,28,121.88309455,31.51600891,20.20,20.33
1142,3,28,121.88308417,31.51601086,20.20,20.31
1143,3,28,121.88307378,31.51601281,20.20,20.31
1144,3,28,121.88306339,31.51601476,20.20,20.17
1145,3,28,121.88305301,31.51601671,20.20,20.21
1146,3,28,121.88304262,31.51601866,20.20,20.21
1147,3,28,121.88303224,31.51602061,20.20,20.13
1148,3,28,121.88302185,31.51602256,20.20,20.10
1149,3,28,121.88301146,31.51602451,20.20,20.11
1150,3,28,121.88300108,31.51602646,20.20,20.08
1151,3,28,121.88299069,31.51602841,20.20,20.09
1152,3,28,121.88298031,31.51603036,20.20,20.07
1153,3,28,121.88296992,31.51603230,20.20,20.07
1154,3,28,121.88295954,31.51603425,20.20,20.08
1155,4,0,121.88295484,31.51603884,25.12,20.08
1156,3,29,121.88294428,31.51604078,20.12,20.06
1157,3,29,121.88293372,31.51604271,20.12,20.08
1158,3,29,121.88292316,31.51604464,20.12,20.10
1159,3,29,121.88291260,31.51604657,20.12,20.10
1160,3,29,121.88290204,31.51604850,20.12,20.07
1161,3,29,121.88289148,31.51605044,20.12,20.05
1162,3,29,121.88288092,31.51605237,20.12,20.07
1163,3,29,121.88287036,31.51605430,20.12,20.11
1164,3,29,121.88285980,31.51605623,20.12,20.12
1165,3,29,121.88284924,31.51605816,20.12,20.13
1166,3,29,121.88283868,31.51606009,20.12,20.13
1167,3,29,121.88282812,31.51606203,20.12,20.13
1168,3,29,121.88281756,31.51606396,20.12,20.13
1169,3,29,121.88280700,31.51606589,20.12,20.16
1170,3,29,121.88279644,31.51606782,20.12,20.16
1171,3,29,121.88278588,31.51606975,20.12,20.10
1172,3,29,121.88277532,31.51607169,20.12,20.11
1173,3,29,121.88276476,31.51607362,20.12,20.11
1174,3,29,121.88275420,31.51607555,20.12,20.14
1175,3,29,121.88274364,31.51607748,20.12,20.14
1176,3,29,121.88273308,31.51607941,20.12,20.12
1177,3,29,121.88272252,31.51608135,20.12,20.11
1178,3,29,121.88271195,31.51608328,20.12,20.10
1179,3,29,121.88270139,31.51608521,20.12,20.15
1180,3,29,121.88269083,31.51608714,20.12,20.15
1181,3,29,121.88268027,31.51608907,20.12,20.11
1182,3,29,121.88266971,31.51609101,20.12,20.12
1183,3,29,121.88265915,31.51609294,20.12,20.12
1184,3,29,121.88264859,31.51609487,20.12,20.10
1185,3,29,121.88263803,31.51609680,20.12,20.08
1186,3,29,121.88262747,31.51609873,20.12,20.09
1187,3,29,121.88261691,31.51610066,20.12,20.09
1188,3,29,121.88260635,31.51610260,20.12,20.14
1189,3,29,121.88259579,31.51610453,20.12,20.09
1190,3,29,121.88258523,31.51610646,20.12,20.12
1191,3,29,121.88257467,31.51610839,20.12,20.12
1192,4,0,121.88257295,31.51609745,25.06,19.87
1193,4,0,121.88257122,31.51608651,25.06,19.56
1194,4,0,121.88256950,31.51607558,25.06,17.56
1195,4,0,121.88256777,31.51606464,25.06,20.12
1196,3,30,121.88257853,31.51606252,20.06,20.15
1197,3,30,121.88258928,31.51606041,20.06,20.15
1198,3,30,121.88260004,31.51605829,20.06,20.09
1199,3,30,121.88261080,31.51605618,20.06,20.09
1200,3,30,121.88262155,31.51605406,20.06,20.03
1201,3,30,121.88263231,31.51605195,20.06,20.04
1202,3,30,121.88264307,31.51604983,20.06,20.17
1203,3,30,121.88265382,31.51604772,20.06,20.17
1204,3,30,121.88266458,31.51604560,20.06,20.09
1205,3,30,121.88267533,31.51604349,20.06,20.03
1206,3,30,121.88268609,31.51604137,20.06,19.96
1207,3,30,121.88269685,31.51603926,20.06,19.96
1208,3,30,121.88270760,31.51603714,20.06,19.95
1209,3,30,121.88271836,31.51603503,20.06,19.96
1210,4,0,121.88271652,31.51602814,25.02,19.88
1211,3,31,121.88270576,31.51603026,20.02,19.90
1212,3,31,121.88269500,31.51603237,20.02,19.89
1213,3,31,121.88268425,31.51603449,20.02,19.91
1214,3,31,121.88267349,31.51603660,20.02,19.98
1215,3,31,121.88266273,31.51603872,20.02,19.99
1216,3,31,121.88265198,31.51604083,20.02,20.02
1217,3,31,121.88264122,31.51604295,20.02,20.00
1218,3,31,121.88263047,31.51604506,20.02,20.04
1219,3,31,121.88261971,31.51604718,20.02,20.03
1220,3,31,121.88260895,31.51604929,20.02,20.02
1221,3,31,121.88259820,31.51605141,20.02,20.09
1222,3,31,121.88258744,31.51605352,20.02,20.15
1223,3,31,121.88257668,31.51605564,20.02,20.09
1224,3,31,121.88256593,31.51605775,20.02,20.10
1225,4,0,121.88257655,31.51605827,24.78,20.09
1226,4,0,121.88258716,31.51605879,24.78,20.15
1227,4,0,121.88259778,31.51605930,24.78,20.15
1228,4,0,121.88260840,31.51605982,24.78,20.09
1229,4,0,121.88261901,31.51606034,24.78,20.03
1230,4,0,121.88262963,31.51606085,24.78,20.04
1231,4,0,121.88264025,31.51606137,24.78,16.84
1232,4,0,121.88265086,31.51606189,24.78,19.14
1233,4,0,121.88266148,31.51606240,24.78,19.14
1234,4,0,121.88267210,31.51606292,24.78,19.48
1235,4,0,121.88268272,31.51606344,24.78,19.52
1236,4,0,121.88269333,31.51606395,24.78,19.58
1237,4,0,121.88270395,31.51606447,24.78,19.66
1238,4,0,121.88271457,31.51606499,24.78,19.74
